symbol,direction,entry_ts,exit_ts,entry_price,exit_price,holding_calendar_days,holding_trading_days,signal_strength_entry,rank_at_entry,gross_return,net_return_10bps_side,net_return_15bps_side,cost_roundtrip_bps,mfe,mae,time_to_mfe_trading_days,time_to_mae_trading_days,max_intradrawdown_from_peak,exit_reason,profitable_net,regime_off_days_during_trade,cadence_label
USDCAD,LONG,2024-12-06,2025-06-04,1.41579,1.36811,180,154,0.03661,7,-0.033677,-0.035677,-0.036677,20.0,0.044823,-0.034179,51,153,-0.070667,rotated_out_top8,False,19,weekly
NZDCAD,LONG,2025-03-31,2025-06-04,0.815651,0.824245,65,56,0.01579,8,0.010537,0.008537,0.007537,20.0,0.024938,-0.053673,21,9,-0.037165,sign_flip,True,10,weekly
NZDUSD,SHORT,2024-12-06,2025-06-19,0.58293,0.59993,195,167,-0.03821,6,-0.029163,-0.031163,-0.032163,20.0,0.0451,-0.033949,32,160,-0.094488,rotated_out_top8,False,19,weekly
NZDCAD,SHORT,2025-06-04,2025-06-19,0.824245,0.821586,15,13,-0.0378,7,0.003226,0.001226,0.000226,20.0,0.007569,0.0,10,0,-0.010192,rotated_out_top8,True,0,weekly
AUDUSD,SHORT,2025-01-10,2025-07-04,0.61456,0.65519,175,150,-0.0506,5,-0.066112,-0.068112,-0.069112,20.0,0.02213,-0.066389,74,148,-0.102333,rotated_out_top8,False,16,weekly
AUDCAD,SHORT,2025-06-04,2025-07-24,0.887808,0.899463,50,43,-0.03234,8,-0.013128,-0.015128,-0.016128,20.0,0.005596,-0.010275,10,34,-0.021335,rotated_out_top8,False,0,weekly
NZDUSD,LONG,2025-07-24,2025-07-29,0.60348,0.59536,5,4,0.0273,8,-0.013455,-0.015455,-0.016455,20.0,0.003894,-0.011666,1,4,-0.010539,rotated_out_top8,False,0,weekly
GBPUSD,LONG,2025-07-04,2025-08-08,1.36463,1.34502,35,30,0.03845,6,-0.01437,-0.01637,-0.01737,20.0,0.002543,-0.03705,1,25,-0.032478,rotated_out_top8,False,0,weekly
AUDCAD,SHORT,2025-08-08,2025-08-13,0.896884,0.900803,5,4,-0.02618,8,-0.00437,-0.00637,-0.00737,20.0,0.0,0.0,0,0,-0.00327,rotated_out_top8,False,0,weekly
GBPCHF,SHORT,2025-07-29,2025-08-28,1.075472,1.082964,30,26,-0.02341,8,-0.006966,-0.008966,-0.009966,20.0,0.005572,-0.012687,5,17,-0.023962,rotated_out_top8,False,0,weekly
NZDUSD,LONG,2025-08-28,2025-09-12,0.58821,0.59562,15,13,0.03474,8,0.012598,0.010598,0.009598,20.0,0.016474,-0.0085,13,7,-0.00918,rotated_out_top8,True,0,weekly
GBPCHF,SHORT,2025-09-12,2025-10-02,1.079976,1.0717,20,17,-0.02394,8,0.007663,0.005663,0.004663,20.0,0.008962,0.0,14,0,-0.006695,rotated_out_top8,True,0,weekly
AUDUSD,LONG,2025-10-02,2025-10-27,0.65987,0.65578,25,21,0.02331,8,-0.006198,-0.008198,-0.009198,20.0,0.003849,-0.024065,1,11,-0.021383,rotated_out_top8,False,2,weekly
GBPUSD,LONG,2025-08-13,2025-11-06,1.35846,1.31393,85,73,0.02817,8,-0.03278,-0.03478,-0.03578,20.0,0.010416,-0.042335,31,72,-0.046472,rotated_out_top8,False,2,weekly
EURUSD,LONG,2025-06-19,2025-11-26,1.15112,1.16016,160,137,0.04226,7,0.007853,0.005853,0.004853,20.0,0.035366,-0.010451,78,38,-0.033515,rotated_out_top8,True,2,weekly
NZDUSD,SHORT,2025-11-26,2025-12-01,0.57035,0.57244,5,4,-0.02791,8,-0.003664,-0.005664,-0.006664,20.0,0.0,-0.003296,0,4,-0.005558,rotated_out_top8,False,0,weekly
EURUSD,LONG,2025-12-01,2025-12-11,1.16065,1.17404,10,9,0.02294,8,0.011537,0.009537,0.008537,20.0,0.008254,-0.001499,9,1,-0.003283,rotated_out_top8,True,0,weekly
AUDCHF,SHORT,2024-12-01,2025-12-16,0.57346,0.527418,380,326,-0.03856,6,0.080289,0.078289,0.077289,20.0,0.103056,0.0,109,0,-0.069203,rotated_out_top8,True,21,weekly
NZDUSD,SHORT,2025-12-11,2025-12-16,0.58086,0.57831,5,4,-0.03443,7,0.00439,0.00239,0.00139,20.0,0.000947,0.0,3,0,0.0,rotated_out_top8,True,0,weekly
AUDUSD,LONG,2025-12-16,2025-12-21,0.66321,0.66118,5,4,0.02241,6,-0.003061,-0.005061,-0.006061,20.0,0.004297,-0.006001,1,3,-0.004825,rotated_out_top8,False,0,weekly
BTCUSD,LONG,2023-02-25,2025-12-31,23144.48,87507.73,1040,1040,0.1,1,2.780933,2.778933,2.777933,20.0,4.457141,-0.155205,955,14,-1.729708,sign_flip,True,51,weekly
USDCAD,SHORT,2025-12-16,2025-12-31,1.3755,1.37238,15,13,-0.0203,7,0.002268,0.000268,-0.000732,20.0,0.005874,-0.002486,11,5,-0.003344,rotated_out_top8,True,0,weekly
AUDNZD,LONG,2025-12-31,2026-01-15,1.159418,1.166823,15,13,0.01519,8,0.006387,0.004387,0.003387,20.0,0.012586,-0.008199,11,1,-0.004321,rotated_out_top8,True,0,weekly
USDCAD,SHORT,2026-01-15,2026-01-20,1.38894,1.3833,5,4,-0.01827,8,0.004061,0.002061,0.001061,20.0,0.0,-0.000713,0,3,-0.001807,rotated_out_top8,True,0,weekly
NZDCAD,SHORT,2025-11-06,2026-03-01,0.79551,0.81399,115,98,-0.02793,7,-0.02323,-0.02523,-0.02623,20.0,0.006703,-0.031856,49,81,-0.046575,rotated_out_top8,False,5,weekly
NZDUSD,SHORT,2025-12-21,2026-03-01,0.57553,0.59554,70,60,-0.03846,4,-0.034768,-0.036768,-0.037768,20.0,0.00384,-0.048199,19,45,-0.060188,rotated_out_top8,False,5,weekly
AUDCHF,SHORT,2026-01-20,2026-03-01,0.531455,0.542951,40,34,-0.02177,8,-0.021631,-0.023631,-0.024631,20.0,0.0,-0.026256,0,29,-0.034337,rotated_out_top8,False,5,weekly
CADCHF,SHORT,2025-03-31,2026-04-05,0.614231,0.574478,370,317,-0.02757,6,0.064719,0.062719,0.061719,20.0,0.080819,0.0,288,0,-0.03209,rotated_out_top8,True,22,weekly
USDCHF,SHORT,2025-06-19,2026-04-05,0.81636,0.80115,290,248,-0.04993,5,0.018631,0.016631,0.015631,20.0,0.058442,0.0,207,0,-0.045397,rotated_out_top8,True,12,weekly
GBPCHF,SHORT,2025-10-27,2026-04-05,1.060018,1.056356,160,137,-0.02375,8,0.003454,0.001454,0.000454,20.0,0.024568,-0.010619,108,69,-0.030386,rotated_out_top8,True,10,weekly
USDCAD,SHORT,2026-03-01,2026-04-05,1.36681,1.39457,35,30,-0.01869,8,-0.02031,-0.02231,-0.02331,20.0,0.004917,-0.017771,9,30,-0.027524,rotated_out_top8,False,5,weekly
AUDCHF,LONG,2026-04-05,2026-04-10,0.551544,0.557593,5,5,0.0351,8,0.010967,0.008967,0.007967,20.0,0.027848,-0.011528,3,3,-0.004096,rotated_out_top8,True,0,weekly
NZDCAD,SHORT,2026-04-05,2026-04-15,0.792827,0.811616,10,9,-0.04527,6,-0.023699,-0.025699,-0.026699,20.0,0.0,-0.015026,0,6,-0.024758,rotated_out_top8,False,0,weekly
USDCHF,SHORT,2026-04-10,2026-04-20,0.78902,0.77852,10,8,-0.03768,7,0.013308,0.011308,0.010308,20.0,0.007516,0.0,5,0,-0.004525,rotated_out_top8,True,0,weekly
CADCHF,SHORT,2026-04-15,2026-04-20,0.568963,0.570595,5,4,-0.02716,8,-0.002869,-0.004869,-0.005869,20.0,0.0,0.0,0,0,-0.005011,rotated_out_top8,False,0,weekly
NZDUSD,SHORT,2026-04-05,2026-04-30,0.56851,0.59054,25,22,-0.06261,2,-0.03875,-0.04075,-0.04175,20.0,0.0,-0.037238,0,16,-0.039735,rotated_out_top8,False,0,weekly
NZDCAD,SHORT,2026-04-20,2026-04-30,0.805637,0.801924,10,9,-0.03575,7,0.004609,0.002609,0.001609,20.0,0.002866,0.0,6,0,-0.004556,rotated_out_top8,True,0,weekly
AUDCHF,LONG,2026-04-30,2026-05-05,0.562774,0.562819,5,4,0.03199,7,8.1e-05,-0.001919,-0.002919,20.0,0.014206,-0.013919,1,1,-0.002315,rotated_out_top8,False,0,weekly
GBPCHF,SHORT,2026-04-20,2026-05-10,1.053361,1.057256,20,17,-0.02868,8,-0.003698,-0.005698,-0.006698,20.0,0.0,-0.007036,0,9,-0.012921,rotated_out_top8,False,0,weekly
CADCHF,SHORT,2026-05-05,2026-05-10,0.574386,0.568418,5,4,-0.0264,6,0.01039,0.00839,0.00739,20.0,0.003475,0.0,4,0,-0.000281,rotated_out_top8,True,0,weekly
NZDUSD,SHORT,2026-05-10,2026-05-15,0.59488,0.58372,5,5,-0.03321,6,0.01876,0.01676,0.01576,20.0,0.001278,0.0,5,0,-0.002572,rotated_out_top8,True,0,weekly
USDCHF,SHORT,2026-04-30,2026-05-20,0.78163,0.78711,20,17,-0.05304,4,-0.007011,-0.009011,-0.010011,20.0,0.004606,-0.0049,9,15,-0.01589,rotated_out_top8,False,0,weekly
EURCHF,SHORT,2026-05-15,2026-05-20,0.914635,0.914976,5,4,-0.02132,8,-0.000373,-0.002373,-0.003373,20.0,0.0,0.0,0,0,-0.001369,rotated_out_top8,False,0,weekly
AUDCHF,LONG,2026-05-20,2026-05-25,0.562697,0.561381,5,4,0.01553,7,-0.002339,-0.004339,-0.005339,20.0,0.00793,-0.010476,1,1,-0.005534,rotated_out_top8,False,0,weekly
NZDCHF,SHORT,2024-10-27,2026-06-04,0.519104,0.463095,585,502,-0.04518,6,0.107895,0.105895,0.104895,20.0,0.130635,-0.004004,331,14,-0.061237,rotated_out_top8,True,34,weekly
NZDCAD,SHORT,2026-05-10,2026-06-04,0.813968,0.816115,25,22,-0.02968,8,-0.002637,-0.004637,-0.005637,20.0,0.012211,-0.010829,7,19,-0.029945,rotated_out_top8,False,0,weekly
NZDUSD,SHORT,2026-05-20,2026-06-04,0.58666,0.58685,15,13,-0.05212,2,-0.000324,-0.002324,-0.003324,20.0,0.00092,-0.017267,6,10,-0.025142,rotated_out_top8,False,0,weekly
AUDCAD,LONG,2026-03-01,2026-06-09,0.964394,0.980017,100,86,0.02654,7,0.0162,0.0142,0.0132,20.0,0.034988,-0.02448,82,8,-0.024077,rotated_out_top8,True,5,weekly
USDCHF,SHORT,2026-06-04,2026-06-09,0.78912,0.7992,5,4,-0.04029,4,-0.012774,-0.014774,-0.015774,20.0,0.0,-0.007046,0,4,-0.01143,rotated_out_top8,False,0,weekly
AUDCHF,LONG,2026-06-04,2026-06-14,0.562682,0.561643,10,8,0.03113,5,-0.001847,-0.003847,-0.004847,20.0,0.011456,-0.015534,2,2,-0.00579,rotated_out_top8,False,0,weekly
EURUSD,SHORT,2026-06-09,2026-06-14,1.15344,1.16026,5,4,-0.01448,7,-0.005913,-0.007913,-0.008913,20.0,0.0,-0.001933,0,4,-0.003529,rotated_out_top8,False,0,weekly
USDCAD,SHORT,2026-06-09,2026-06-14,1.39528,1.39635,5,4,-0.01436,8,-0.000767,-0.002767,-0.003767,20.0,0.0,-0.000423,0,4,-0.002967,rotated_out_top8,False,0,weekly
NZDCHF,SHORT,2026-06-14,2026-06-19,0.464745,0.463213,5,5,-0.01839,8,0.003297,0.001297,0.000297,20.0,0.0,0.0,0,0,-0.003472,rotated_out_top8,True,0,weekly
GBPCHF,SHORT,2026-06-04,2026-06-24,1.059181,1.069635,20,17,-0.01684,8,-0.00987,-0.01187,-0.01287,20.0,0.0,-0.004871,0,17,-0.011447,rotated_out_top8,False,0,weekly
EURCHF,SHORT,2026-05-25,2026-06-29,0.911323,0.922376,35,30,-0.01978,8,-0.012128,-0.014128,-0.015128,20.0,0.0,-0.013348,0,24,-0.017165,rotated_out_top8,False,0,weekly
USDCHF,SHORT,2026-06-14,2026-06-29,0.79392,0.80777,15,13,-0.03668,3,-0.017445,-0.019445,-0.020445,20.0,0.0,-0.019712,0,10,-0.024461,rotated_out_top8,False,0,weekly
USDCAD,SHORT,2026-06-24,2026-06-29,1.42351,1.42103,5,4,-0.01807,7,0.001742,-0.000258,-0.001258,20.0,0.002796,0.0,4,0,0.0,rotated_out_top8,False,0,weekly
NZDCHF,LONG,2026-06-29,2026-07-09,0.456374,0.464626,10,9,0.01088,8,0.018081,0.016081,0.015081,20.0,0.016016,-0.005402,9,4,-0.002805,rotated_out_top8,True,0,weekly
GBPUSD,SHORT,2026-06-29,2026-07-09,1.3253,1.3413,10,9,-0.01518,7,-0.012073,-0.014073,-0.015073,20.0,0.0,-0.006912,0,8,-0.010888,rotated_out_top8,False,0,weekly
NZDUSD,SHORT,2026-07-09,2026-07-14,0.57608,0.58117,5,4,-0.02185,7,-0.008836,-0.010836,-0.011836,20.0,0.000208,0.0,3,0,-0.001042,rotated_out_top8,False,0,weekly
EURGBP,SHORT,2026-07-09,2026-07-19,0.852375,0.84992,10,8,-0.02153,8,0.00288,0.00088,-0.00012,20.0,0.0,0.0,0,0,-0.003556,rotated_out_top8,True,0,weekly
CADCHF,SHORT,2026-07-14,2026-07-24,0.575749,0.580484,10,9,-0.02043,7,-0.008223,-0.010223,-0.011223,20.0,0.0,-0.001492,0,9,-0.011699,rotated_out_top8,False,0,weekly
NZDUSD,SHORT,2026-07-19,2026-07-29,0.58384,0.5801,10,9,-0.02035,8,0.006406,0.004406,0.003406,20.0,0.006937,0.0,9,0,-0.004162,rotated_out_top8,True,0,weekly
CADCHF,SHORT,2026-07-29,2026-08-03,0.579514,0.576906,5,4,-0.01717,8,0.0045,0.0025,0.0015,20.0,0.005169,0.0,4,0,-0.001589,rotated_out_top8,True,0,weekly
NZDCHF,LONG,2026-08-03,2026-08-13,0.475289,0.476452,10,9,0.02097,6,0.002448,0.000448,-0.000552,20.0,0.010018,-0.00684,5,1,-0.001796,rotated_out_top8,True,0,weekly
GBPUSD,SHORT,2026-08-13,2026-08-18,1.34896,1.35358,5,4,-0.01497,8,-0.003425,-0.005425,-0.006425,20.0,0.0,-0.003395,0,4,-0.004463,rotated_out_top8,False,0,weekly
EURGBP,SHORT,2026-07-24,2026-08-23,0.853435,0.855617,30,25,-0.02103,8,-0.002557,-0.004557,-0.005557,20.0,0.0,-0.003193,0,14,-0.005802,rotated_out_top8,False,0,weekly
CADCHF,SHORT,2026-08-18,2026-08-23,0.584378,0.58043,5,4,-0.01435,8,0.006757,0.004757,0.003757,20.0,0.003618,0.0,3,0,-0.007458,rotated_out_top8,True,0,weekly
BTCUSD,SHORT,2025-12-31,2026-08-24,87507.73,77043.24,236,237,-0.1,1,0.119584,0.117584,0.116584,20.0,0.312184,-0.086679,182,16,-0.22606,end_of_data,True,12,weekly
AUDUSD,LONG,2026-03-01,2026-08-24,0.70558,0.71642,176,152,0.05418,3,0.015363,0.013363,0.012363,20.0,0.031364,-0.031591,58,26,-0.052737,end_of_data,True,5,weekly
AUDNZD,LONG,2026-04-05,2026-08-24,1.210955,1.19935,141,122,0.03842,7,-0.009583,-0.011583,-0.012583,20.0,0.027272,-0.024957,3,101,-0.028627,end_of_data,False,0,weekly
AUDCAD,LONG,2026-06-14,2026-08-24,0.98782,0.988079,71,62,0.0313,4,0.000263,-0.001737,-0.002737,20.0,0.011473,-0.017366,4,40,-0.015984,end_of_data,False,0,weekly
AUDCHF,LONG,2026-06-19,2026-08-24,0.565973,0.573365,66,57,0.02561,5,0.013061,0.011061,0.010061,20.0,0.023708,-0.025849,53,12,-0.017814,end_of_data,True,0,weekly
EURUSD,SHORT,2026-06-29,2026-08-24,1.14188,1.16789,56,49,-0.01943,6,-0.022778,-0.024778,-0.025778,20.0,0.001681,-0.022551,24,49,-0.027866,end_of_data,False,0,weekly
NZDCHF,LONG,2026-08-23,2026-08-24,0.478403,0.478063,1,2,0.02476,7,-0.00071,-0.00271,-0.00371,20.0,0.001366,-0.002412,1,1,-0.00071,end_of_data,False,0,weekly
NZDCAD,LONG,2026-08-23,2026-08-24,0.824222,0.823845,1,2,0.02925,5,-0.000457,-0.002457,-0.003457,20.0,0.001698,-0.001872,1,2,-0.000457,end_of_data,False,0,weekly
